feed_id,billing_date,source_count,target_count,file_count,update_dt,version,version_type,version_status,feed_file_prefix
4001,2025-01-28,62095,28608,28608,2025-01-28 21:02:16,1,FULL,ACTIVE,BILLING_AU
4001,2025-01-29,184868,123412,123412,2025-01-29 21:56:34,1,FULL,INACTIVE,BILLING_AU
4001,2025-01-29,184868,123412,123412,2025-01-29 21:28:38,2,FULL,INACTIVE,BILLING_AU
4001,2025-01-29,184868,123412,123412,2025-01-29 23:51:15,3,FULL,ACTIVE,BILLING_AU
4001,2025-01-30,199120,198300,198300,2025-01-30 23:39:21,1,FULL,INACTIVE,BILLING_AU
4001,2025-01-30,199120,198300,198300,2025-01-30 21:48:34,2,INCR,INACTIVE,BILLING_AU
4001,2025-01-30,199120,198300,198300,2025-01-30 21:04:19,3,INCR,ACTIVE,BILLING_AU
4001,2025-01-31,141207,4785,4785,2025-01-31 22:50:04,1,FULL,ACTIVE,BILLING_AU
4001,2025-02-01,146454,111897,111897,2025-02-01 22:30:43,1,FULL,INACTIVE,BILLING_AU
4001,2025-02-01,146454,111897,111897,2025-02-01 23:45:39,2,INCR,ACTIVE,BILLING_AU
4001,2025-02-02,147818,120919,120919,2025-02-02 22:46:48,1,FULL,INACTIVE,BILLING_AU
4001,2025-02-02,147818,120919,120919,2025-02-02 23:30:55,2,INCR,INACTIVE,BILLING_AU
4001,2025-02-02,147818,120919,120919,2025-02-02 23:43:04,3,INCR,ACTIVE,BILLING_AU
4001,2025-02-03,254165,172520,172520,2025-02-03 21:24:04,1,FULL,ACTIVE,BILLING_AU
4001,2025-02-04,263627,142691,142691,2025-02-04 21:53:50,1,FULL,ACTIVE,BILLING_AU
4001,2025-02-05,137277,31325,31325,2025-02-05 21:20:31,1,FULL,INACTIVE,BILLING_AU
4001,2025-02-05,137277,31325,31325,2025-02-05 21:52:25,2,INCR,ACTIVE,BILLING_AU
4001,2025-02-06,171944,92445,92445,2025-02-06 23:13:47,1,FULL,INACTIVE,BILLING_AU
4001,2025-02-06,171944,92445,92445,2025-02-06 21:35:22,2,INCR,ACTIVE,BILLING_AU
4001,2025-02-07,102523,94338,94338,2025-02-07 23:46:04,1,FULL,INACTIVE,BILLING_AU
4001,2025-02-07,102523,94338,94338,2025-02-07 23:32:09,2,INCR,ACTIVE,BILLING_AU
4001,2025-02-08,209664,103227,103227,2025-02-08 23:55:43,1,FULL,INACTIVE,BILLING_AU
4001,2025-02-08,209664,103227,103227,2025-02-08 23:01:55,2,FULL,ACTIVE,BILLING_AU
4001,2025-02-09,170926,31406,31406,2025-02-09 23:14:43,1,FULL,INACTIVE,BILLING_AU
4001,2025-02-09,170926,31406,31406,2025-02-09 23:58:59,2,FULL,ACTIVE,BILLING_AU
4001,2025-02-10,170287,579,579,2025-02-10 22:46:03,1,FULL,ACTIVE,BILLING_AU
4001,2025-02-11,121943,15352,15352,2025-02-11 22:39:44,1,FULL,ACTIVE,BILLING_AU
4001,2025-02-12,163635,97817,97817,2025-02-12 21:22:24,1,FULL,INACTIVE,BILLING_AU
4001,2025-02-12,163635,97817,97817,2025-02-12 21:44:52,2,FULL,INACTIVE,BILLING_AU
4001,2025-02-12,163635,97817,97817,2025-02-12 21:30:16,3,INCR,ACTIVE,BILLING_AU
4001,2025-02-13,78166,28105,28105,2025-02-13 21:15:11,1,FULL,INACTIVE,BILLING_AU
4001,2025-02-13,78166,28105,28105,2025-02-13 22:54:02,2,INCR,INACTIVE,BILLING_AU
4001,2025-02-13,78166,28105,28105,2025-02-13 22:44:42,3,INCR,ACTIVE,BILLING_AU
4001,2025-02-14,99190,52239,52239,2025-02-14 21:07:22,1,FULL,ACTIVE,BILLING_AU
4001,2025-02-15,213621,185276,185276,2025-02-15 21:41:19,1,FULL,INACTIVE,BILLING_AU
4001,2025-02-15,213621,185276,185276,2025-02-15 22:54:16,2,INCR,ACTIVE,BILLING_AU
4001,2025-02-16,115224,79559,79559,2025-02-16 21:17:01,1,FULL,INACTIVE,BILLING_AU
4001,2025-02-16,115224,79559,79559,2025-02-16 21:19:17,2,INCR,ACTIVE,BILLING_AU
4001,2025-02-17,194366,177079,177079,2025-02-17 21:25:46,1,FULL,INACTIVE,BILLING_AU
4001,2025-02-17,194366,177079,177079,2025-02-17 22:54:07,2,FULL,INACTIVE,BILLING_AU
4001,2025-02-17,194366,177079,177079,2025-02-17 23:20:04,3,INCR,ACTIVE,BILLING_AU
4001,2025-02-18,53458,14895,14895,2025-02-18 22:21:13,1,FULL,ACTIVE,BILLING_AU
4001,2025-02-19,262604,78644,78644,2025-02-19 22:37:04,1,FULL,ACTIVE,BILLING_AU
4001,2025-02-20,150902,44647,44647,2025-02-20 21:22:54,1,FULL,ACTIVE,BILLING_AU
4001,2025-02-21,221073,37009,37009,2025-02-21 22:06:11,1,FULL,INACTIVE,BILLING_AU
4001,2025-02-21,221073,37009,37009,2025-02-21 22:32:23,2,INCR,INACTIVE,BILLING_AU
4001,2025-02-21,221073,37009,37009,2025-02-21 22:51:07,3,FULL,ACTIVE,BILLING_AU
4001,2025-02-22,215052,137571,137571,2025-02-22 22:32:54,1,FULL,INACTIVE,BILLING_AU
4001,2025-02-22,215052,137571,137571,2025-02-22 22:51:45,2,INCR,ACTIVE,BILLING_AU
4001,2025-02-23,224266,171506,171506,2025-02-23 21:34:32,1,FULL,INACTIVE,BILLING_AU
4001,2025-02-23,224266,171506,171506,2025-02-23 22:10:52,2,FULL,INACTIVE,BILLING_AU
4001,2025-02-23,224266,171506,171506,2025-02-23 21:21:50,3,INCR,ACTIVE,BILLING_AU
4001,2025-02-24,198321,64196,64196,2025-02-24 22:54:33,1,FULL,INACTIVE,BILLING_AU
4001,2025-02-24,198321,64196,64196,2025-02-24 21:42:14,2,INCR,INACTIVE,BILLING_AU
4001,2025-02-24,198321,64196,64196,2025-02-24 22:53:48,3,FULL,ACTIVE,BILLING_AU
4001,2025-02-25,97366,74499,74499,2025-02-25 23:05:27,1,FULL,INACTIVE,BILLING_AU
4001,2025-02-25,97366,74499,74499,2025-02-25 21:19:20,2,FULL,INACTIVE,BILLING_AU
4001,2025-02-25,97366,74499,74499,2025-02-25 21:41:54,3,INCR,ACTIVE,BILLING_AU
4001,2025-02-26,91331,14271,14271,2025-02-26 23:00:45,1,FULL,INACTIVE,BILLING_AU
4001,2025-02-26,91331,14271,14271,2025-02-26 21:25:17,2,INCR,INACTIVE,BILLING_AU
4001,2025-02-26,91331,14271,14271,2025-02-26 22:08:39,3,INCR,ACTIVE,BILLING_AU
4001,2025-02-27,84745,8510,8510,2025-02-27 21:15:19,1,FULL,INACTIVE,BILLING_AU
4001,2025-02-27,84745,8510,8510,2025-02-27 21:46:11,2,FULL,INACTIVE,BILLING_AU
4001,2025-02-27,84745,8510,8510,2025-02-27 21:12:06,3,FULL,ACTIVE,BILLING_AU
4001,2025-02-28,291465,40645,40645,2025-02-28 23:44:15,1,FULL,ACTIVE,BILLING_AU
4001,2025-03-01,194730,149088,149088,2025-03-01 22:41:43,1,FULL,INACTIVE,BILLING_AU
4001,2025-03-01,194730,149088,149088,2025-03-01 23:56:33,2,INCR,INACTIVE,BILLING_AU
4001,2025-03-01,194730,149088,149088,2025-03-01 22:00:23,3,FULL,ACTIVE,BILLING_AU
4001,2025-03-02,118122,69603,69603,2025-03-02 21:52:15,1,FULL,ACTIVE,BILLING_AU
4001,2025-03-03,144932,82868,82868,2025-03-03 23:27:25,1,FULL,ACTIVE,BILLING_AU
4001,2025-03-04,135476,64482,64482,2025-03-04 21:58:30,1,FULL,INACTIVE,BILLING_AU
4001,2025-03-04,135476,64482,64482,2025-03-04 21:32:35,2,INCR,ACTIVE,BILLING_AU
4001,2025-03-05,135254,21760,21760,2025-03-05 21:06:22,1,FULL,ACTIVE,BILLING_AU
4001,2025-03-06,257022,240525,240525,2025-03-06 21:35:01,1,FULL,INACTIVE,BILLING_AU
4001,2025-03-06,257022,240525,240525,2025-03-06 21:49:29,2,FULL,ACTIVE,BILLING_AU
4001,2025-03-07,134708,11272,11272,2025-03-07 22:13:35,1,FULL,INACTIVE,BILLING_AU
4001,2025-03-07,134708,11272,11272,2025-03-07 22:03:42,2,FULL,INACTIVE,BILLING_AU
4001,2025-03-07,134708,11272,11272,2025-03-07 22:18:11,3,INCR,ACTIVE,BILLING_AU
4001,2025-03-08,289728,209053,209053,2025-03-08 21:44:01,1,FULL,INACTIVE,BILLING_AU
4001,2025-03-08,289728,209053,209053,2025-03-08 22:26:02,2,INCR,ACTIVE,BILLING_AU
4001,2025-03-09,219999,123268,123268,2025-03-09 21:53:39,1,FULL,INACTIVE,BILLING_AU
4001,2025-03-09,219999,123268,123268,2025-03-09 22:34:08,2,FULL,INACTIVE,BILLING_AU
4001,2025-03-09,219999,123268,123268,2025-03-09 22:44:19,3,INCR,ACTIVE,BILLING_AU
4001,2025-03-10,185217,71412,71412,2025-03-10 22:42:07,1,FULL,INACTIVE,BILLING_AU
4001,2025-03-10,185217,71412,71412,2025-03-10 23:32:46,2,FULL,INACTIVE,BILLING_AU
4001,2025-03-10,185217,71412,71412,2025-03-10 23:04:38,3,FULL,ACTIVE,BILLING_AU
4001,2025-03-11,210835,178695,178695,2025-03-11 22:57:21,1,FULL,INACTIVE,BILLING_AU
4001,2025-03-11,210835,178695,178695,2025-03-11 22:59:53,2,INCR,INACTIVE,BILLING_AU
4001,2025-03-11,210835,178695,178695,2025-03-11 21:44:37,3,FULL,ACTIVE,BILLING_AU
4001,2025-03-12,71951,34186,34186,2025-03-12 21:56:18,1,FULL,ACTIVE,BILLING_AU
4001,2025-03-13,176703,132108,132108,2025-03-13 23:40:25,1,FULL,ACTIVE,BILLING_AU
4001,2025-03-14,53902,48918,48918,2025-03-14 23:08:53,1,FULL,INACTIVE,BILLING_AU
4001,2025-03-14,53902,48918,48918,2025-03-14 22:05:22,2,INCR,INACTIVE,BILLING_AU
4001,2025-03-14,53902,48918,48918,2025-03-14 23:58:31,3,INCR,ACTIVE,BILLING_AU
4001,2025-03-15,221836,182228,182228,2025-03-15 23:18:52,1,FULL,ACTIVE,BILLING_AU
4001,2025-03-16,212773,180180,180180,2025-03-16 22:57:47,1,FULL,INACTIVE,BILLING_AU
4001,2025-03-16,212773,180180,180180,2025-03-16 21:25:54,2,INCR,INACTIVE,BILLING_AU
4001,2025-03-16,212773,180180,180180,2025-03-16 23:14:37,3,FULL,ACTIVE,BILLING_AU
4001,2025-03-17,235204,173528,173528,2025-03-17 22:23:18,1,FULL,ACTIVE,BILLING_AU
4001,2025-03-18,237810,103851,103851,2025-03-18 22:18:33,1,FULL,INACTIVE,BILLING_AU
4001,2025-03-18,237810,103851,103851,2025-03-18 23:42:51,2,INCR,ACTIVE,BILLING_AU
4001,2025-03-19,90404,7830,7830,2025-03-19 22:51:29,1,FULL,INACTIVE,BILLING_AU
4001,2025-03-19,90404,7830,7830,2025-03-19 22:50:16,2,INCR,ACTIVE,BILLING_AU
4001,2025-03-20,95056,66665,66665,2025-03-20 21:00:34,1,FULL,ACTIVE,BILLING_AU
4001,2025-03-21,208779,126645,126645,2025-03-21 23:16:56,1,FULL,INACTIVE,BILLING_AU
4001,2025-03-21,208779,126645,126645,2025-03-21 21:45:28,2,FULL,ACTIVE,BILLING_AU
4001,2025-03-22,104017,30360,30360,2025-03-22 23:11:03,1,FULL,ACTIVE,BILLING_AU
4001,2025-03-23,208586,62868,62868,2025-03-23 22:44:23,1,FULL,ACTIVE,BILLING_AU
4001,2025-03-24,154402,29210,29210,2025-03-24 22:53:42,1,FULL,INACTIVE,BILLING_AU
4001,2025-03-24,154402,29210,29210,2025-03-24 21:03:11,2,FULL,ACTIVE,BILLING_AU
4001,2025-03-25,97612,68037,68037,2025-03-25 22:34:36,1,FULL,INACTIVE,BILLING_AU
4001,2025-03-25,97612,68037,68037,2025-03-25 23:30:07,2,FULL,ACTIVE,BILLING_AU
4001,2025-03-26,71146,48076,48076,2025-03-26 21:08:20,1,FULL,ACTIVE,BILLING_AU
4001,2025-03-27,293252,15642,15642,2025-03-27 23:26:33,1,FULL,INACTIVE,BILLING_AU
4001,2025-03-27,293252,15642,15642,2025-03-27 21:08:53,2,INCR,ACTIVE,BILLING_AU
4001,2025-03-28,223800,68889,68889,2025-03-28 22:26:40,1,FULL,INACTIVE,BILLING_AU
4001,2025-03-28,223800,68889,68889,2025-03-28 23:18:05,2,FULL,INACTIVE,BILLING_AU
4001,2025-03-28,223800,68889,68889,2025-03-28 22:04:55,3,INCR,ACTIVE,BILLING_AU
4001,2025-03-29,69117,6771,6771,2025-03-29 22:28:41,1,FULL,INACTIVE,BILLING_AU
4001,2025-03-29,69117,6771,6771,2025-03-29 22:16:02,2,INCR,ACTIVE,BILLING_AU
4001,2025-03-30,109658,7653,7653,2025-03-30 22:49:42,1,FULL,ACTIVE,BILLING_AU
4001,2025-03-31,278352,23112,23112,2025-03-31 22:54:13,1,FULL,ACTIVE,BILLING_AU
4001,2025-04-01,117281,24687,24687,2025-04-01 22:31:26,1,FULL,INACTIVE,BILLING_AU
4001,2025-04-01,117281,24687,24687,2025-04-01 21:01:38,2,FULL,INACTIVE,BILLING_AU
4001,2025-04-01,117281,24687,24687,2025-04-01 21:18:37,3,FULL,ACTIVE,BILLING_AU
4001,2025-04-02,141245,92541,92541,2025-04-02 23:17:27,1,FULL,INACTIVE,BILLING_AU
4001,2025-04-02,141245,92541,92541,2025-04-02 21:39:33,2,FULL,ACTIVE,BILLING_AU
4001,2025-04-03,174731,48197,48197,2025-04-03 22:07:54,1,FULL,ACTIVE,BILLING_AU
4001,2025-04-04,130029,78848,78848,2025-04-04 23:19:34,1,FULL,ACTIVE,BILLING_AU
4001,2025-04-05,70944,14139,14139,2025-04-05 22:26:59,1,FULL,ACTIVE,BILLING_AU
4001,2025-04-06,66699,13521,13521,2025-04-06 22:55:12,1,FULL,ACTIVE,BILLING_AU
4001,2025-04-07,251541,55584,55584,2025-04-07 22:29:01,1,FULL,INACTIVE,BILLING_AU
4001,2025-04-07,251541,55584,55584,2025-04-07 22:20:08,2,INCR,ACTIVE,BILLING_AU
4001,2025-04-08,50252,49818,49818,2025-04-08 21:47:39,1,FULL,ACTIVE,BILLING_AU
4001,2025-04-09,252223,187929,187929,2025-04-09 23:18:58,1,FULL,INACTIVE,BILLING_AU
4001,2025-04-09,252223,187929,187929,2025-04-09 21:45:52,2,INCR,INACTIVE,BILLING_AU
4001,2025-04-09,252223,187929,187929,2025-04-09 22:43:31,3,FULL,ACTIVE,BILLING_AU
4001,2025-04-10,165737,17763,17763,2025-04-10 23:20:52,1,FULL,ACTIVE,BILLING_AU
4001,2025-04-11,233192,145558,145558,2025-04-11 23:38:44,1,FULL,INACTIVE,BILLING_AU
4001,2025-04-11,233192,145558,145558,2025-04-11 23:20:19,2,FULL,ACTIVE,BILLING_AU
4001,2025-04-12,217526,61203,61203,2025-04-12 22:05:47,1,FULL,ACTIVE,BILLING_AU
4001,2025-04-13,156433,63868,63868,2025-04-13 21:13:21,1,FULL,INACTIVE,BILLING_AU
4001,2025-04-13,156433,63868,63868,2025-04-13 22:57:02,2,FULL,ACTIVE,BILLING_AU
4001,2025-04-14,132808,71737,71737,2025-04-14 23:30:04,1,FULL,INACTIVE,BILLING_AU
4001,2025-04-14,132808,71737,71737,2025-04-14 21:23:06,2,INCR,ACTIVE,BILLING_AU
4001,2025-04-15,171891,41062,41062,2025-04-15 21:38:06,1,FULL,ACTIVE,BILLING_AU
4001,2025-04-16,175465,128575,128575,2025-04-16 23:37:07,1,FULL,INACTIVE,BILLING_AU
4001,2025-04-16,175465,128575,128575,2025-04-16 21:17:25,2,INCR,INACTIVE,BILLING_AU
4001,2025-04-16,175465,128575,128575,2025-04-16 22:22:55,3,INCR,ACTIVE,BILLING_AU
4001,2025-04-17,85539,2182,2182,2025-04-17 22:40:39,1,FULL,INACTIVE,BILLING_AU
4001,2025-04-17,85539,2182,2182,2025-04-17 21:08:25,2,INCR,INACTIVE,BILLING_AU
4001,2025-04-17,85539,2182,2182,2025-04-17 21:10:53,3,INCR,ACTIVE,BILLING_AU
4001,2025-04-18,156662,143147,143147,2025-04-18 21:21:46,1,FULL,ACTIVE,BILLING_AU
4001,2025-04-19,149715,8771,8771,2025-04-19 22:54:44,1,FULL,INACTIVE,BILLING_AU
4001,2025-04-19,149715,8771,8771,2025-04-19 21:23:14,2,INCR,INACTIVE,BILLING_AU
4001,2025-04-19,149715,8771,8771,2025-04-19 23:47:24,3,INCR,ACTIVE,BILLING_AU
4001,2025-04-20,291309,218415,218415,2025-04-20 23:06:14,1,FULL,ACTIVE,BILLING_AU
4001,2025-04-21,172507,165647,165647,2025-04-21 21:19:31,1,FULL,ACTIVE,BILLING_AU
4001,2025-04-22,160409,151637,151637,2025-04-22 22:04:14,1,FULL,INACTIVE,BILLING_AU
4001,2025-04-22,160409,151637,151637,2025-04-22 22:42:55,2,INCR,ACTIVE,BILLING_AU
4001,2025-04-23,197175,55524,55524,2025-04-23 22:22:33,1,FULL,ACTIVE,BILLING_AU
4001,2025-04-24,186093,88744,88744,2025-04-24 22:22:30,1,FULL,ACTIVE,BILLING_AU
4001,2025-04-25,238466,89234,89234,2025-04-25 21:43:22,1,FULL,ACTIVE,BILLING_AU
4001,2025-04-26,140487,133845,133845,2025-04-26 23:33:12,1,FULL,ACTIVE,BILLING_AU
4001,2025-04-27,294750,54413,54413,2025-04-27 23:34:54,1,FULL,ACTIVE,BILLING_AU
4001,2025-04-28,287883,229169,229169,2025-04-28 22:57:42,1,FULL,INACTIVE,BILLING_AU
4001,2025-04-28,287883,229169,229169,2025-04-28 21:06:14,2,INCR,ACTIVE,BILLING_AU
4001,2025-04-29,103627,33086,33086,2025-04-29 21:08:20,1,FULL,INACTIVE,BILLING_AU
4001,2025-04-29,103627,33086,33086,2025-04-29 23:35:54,2,FULL,ACTIVE,BILLING_AU
4001,2025-04-30,101899,53823,53823,2025-04-30 23:10:44,1,FULL,ACTIVE,BILLING_AU
4001,2025-05-01,249269,26840,26840,2025-05-01 21:11:27,1,FULL,ACTIVE,BILLING_AU
4001,2025-05-02,136631,78658,78658,2025-05-02 22:18:40,1,FULL,ACTIVE,BILLING_AU
4001,2025-05-03,240373,59756,59756,2025-05-03 21:12:37,1,FULL,INACTIVE,BILLING_AU
4001,2025-05-03,240373,59756,59756,2025-05-03 23:13:32,2,INCR,INACTIVE,BILLING_AU
4001,2025-05-03,240373,59756,59756,2025-05-03 21:45:26,3,INCR,ACTIVE,BILLING_AU
4001,2025-05-04,212343,139413,139413,2025-05-04 23:39:19,1,FULL,INACTIVE,BILLING_AU
4001,2025-05-04,212343,139413,139413,2025-05-04 21:13:31,2,INCR,INACTIVE,BILLING_AU
4001,2025-05-04,212343,139413,139413,2025-05-04 23:30:08,3,INCR,ACTIVE,BILLING_AU
4001,2025-05-05,129286,96850,96850,2025-05-05 22:30:39,1,FULL,INACTIVE,BILLING_AU
4001,2025-05-05,129286,96850,96850,2025-05-05 23:15:50,2,INCR,ACTIVE,BILLING_AU
4001,2025-05-06,198650,50747,50747,2025-05-06 23:24:05,1,FULL,INACTIVE,BILLING_AU
4001,2025-05-06,198650,50747,50747,2025-05-06 21:11:48,2,INCR,ACTIVE,BILLING_AU
4001,2025-05-07,155651,74456,74456,2025-05-07 21:49:58,1,FULL,INACTIVE,BILLING_AU
4001,2025-05-07,155651,74456,74456,2025-05-07 23:16:16,2,INCR,INACTIVE,BILLING_AU
4001,2025-05-07,155651,74456,74456,2025-05-07 22:10:19,3,INCR,ACTIVE,BILLING_AU
4001,2025-05-08,247930,83453,83453,2025-05-08 21:00:20,1,FULL,INACTIVE,BILLING_AU
4001,2025-05-08,247930,83453,83453,2025-05-08 22:29:15,2,FULL,ACTIVE,BILLING_AU
4001,2025-05-09,51855,13502,13502,2025-05-09 22:13:38,1,FULL,INACTIVE,BILLING_AU
4001,2025-05-09,51855,13502,13502,2025-05-09 22:12:05,2,INCR,ACTIVE,BILLING_AU
4001,2025-05-10,92538,44837,44837,2025-05-10 22:48:10,1,FULL,INACTIVE,BILLING_AU
4001,2025-05-10,92538,44837,44837,2025-05-10 21:57:53,2,FULL,ACTIVE,BILLING_AU
4001,2025-05-11,235303,72398,72398,2025-05-11 22:05:43,1,FULL,ACTIVE,BILLING_AU
4001,2025-05-12,68165,12588,12588,2025-05-12 23:13:56,1,FULL,INACTIVE,BILLING_AU
4001,2025-05-12,68165,12588,12588,2025-05-12 21:13:24,2,INCR,ACTIVE,BILLING_AU
4001,2025-05-13,296760,203324,203324,2025-05-13 21:10:56,1,FULL,INACTIVE,BILLING_AU
4001,2025-05-13,296760,203324,203324,2025-05-13 23:43:49,2,INCR,INACTIVE,BILLING_AU
4001,2025-05-13,296760,203324,203324,2025-05-13 21:44:24,3,INCR,ACTIVE,BILLING_AU
4001,2025-05-14,89218,81020,81020,2025-05-14 23:12:53,1,FULL,INACTIVE,BILLING_AU
4001,2025-05-14,89218,81020,81020,2025-05-14 21:09:01,2,FULL,ACTIVE,BILLING_AU
4001,2025-05-15,180229,56452,56452,2025-05-15 22:26:42,1,FULL,INACTIVE,BILLING_AU
4001,2025-05-15,180229,56452,56452,2025-05-15 22:56:18,2,FULL,ACTIVE,BILLING_AU
4001,2025-05-16,107911,42151,42151,2025-05-16 22:27:04,1,FULL,INACTIVE,BILLING_AU
4001,2025-05-16,107911,42151,42151,2025-05-16 23:11:37,2,INCR,ACTIVE,BILLING_AU
4001,2025-05-17,71378,5795,5795,2025-05-17 21:36:06,1,FULL,INACTIVE,BILLING_AU
4001,2025-05-17,71378,5795,5795,2025-05-17 23:39:17,2,INCR,ACTIVE,BILLING_AU
4001,2025-05-18,265521,223025,223025,2025-05-18 23:38:46,1,FULL,INACTIVE,BILLING_AU
4001,2025-05-18,265521,223025,223025,2025-05-18 23:35:47,2,INCR,INACTIVE,BILLING_AU
4001,2025-05-18,265521,223025,223025,2025-05-18 22:25:38,3,INCR,ACTIVE,BILLING_AU
4001,2025-05-19,172101,8130,8130,2025-05-19 23:44:46,1,FULL,ACTIVE,BILLING_AU
4001,2025-05-20,259401,68904,68904,2025-05-20 22:24:30,1,FULL,INACTIVE,BILLING_AU
4001,2025-05-20,259401,68904,68904,2025-05-20 23:46:10,2,INCR,ACTIVE,BILLING_AU
4001,2025-05-21,286468,4982,4982,2025-05-21 22:07:00,1,FULL,ACTIVE,BILLING_AU
4001,2025-05-22,176693,159753,159753,2025-05-22 23:39:58,1,FULL,INACTIVE,BILLING_AU
4001,2025-05-22,176693,159753,159753,2025-05-22 21:08:24,2,INCR,INACTIVE,BILLING_AU
4001,2025-05-22,176693,159753,159753,2025-05-22 21:05:21,3,FULL,ACTIVE,BILLING_AU
4001,2025-05-23,146690,57939,57939,2025-05-23 23:34:30,1,FULL,INACTIVE,BILLING_AU
4001,2025-05-23,146690,57939,57939,2025-05-23 21:20:23,2,INCR,INACTIVE,BILLING_AU
4001,2025-05-23,146690,57939,57939,2025-05-23 21:34:14,3,INCR,ACTIVE,BILLING_AU
